会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,sku,好评度,评价关键词,评论类型,该类型评论数
i***y,,5星,颜值高，小巧精致，轻便的机身对我来说是采购的主要原因。专门设置的模拟胶片切换轮使用方便，支持第三方镜头，对焦拨杆使用感觉挺方便的，第一台富士微单，上手总体来说还比较容易。,2025-06-19,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
呜啊呜啊呜-,,5星,"啊啊啊啊啊啊啊啊啊…想买这个相机很久了，一直买不到，外面加价买又太不划算贵了，希望下次还能让我买到自己心仪的东西。巨好看！！！
拍照简单，有点傻瓜操作的意思。",2025-08-29,,3,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
T***e,,5星,一直都非常喜欢富士 是小时候的梦想了 圆梦了,2025-11-08,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
酷***友,,5星,终于抢到了心心念念的相机，这回可以给老婆拍照片了，特别出片，真的非常的好。还得是xm 5牛逼,2025-07-23,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
筱杨在此,,5星,不错哦，发货速度很快的哦，当天下单，第二天一大早就送到了！！东西很好，一直都是在京东买的东西，品质有保障，不错哦！！！！,2025-10-02,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
总***y,,5星,首发能抢着，真是不容易，主要看中新的对焦系统，个头小，有带着出去拍照片的欲望，黑色比银色看着上档次，拍摄参数还挺强，比同档位的机器有性价比，就是目前有点问题正在售后，拿到好好拍一拍,2024-11-17,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
和***常,,5星,"终于买到啦！！！很喜欢，值得新入门的小伙伴入手，很便捷，还得慢慢研究怎么用，嘿嘿，现在还没搞清楚到底怎么用怎么玩呢
谢谢京东哈哈哈哈",2025-09-04,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
捌仟8000八千,,5星,京东购物体验永远在线！凌晨下单隔天就收到，快递小哥送货上门超贴心。商品和描述完全一致，质量扎实无瑕疵，包装用气泡膜层层包裹，没有丝毫磕碰。客服响应超快，咨询问题耐心解答，从下单到售后全程无忧，性价比拉满，必须五星好评！,2025-11-17,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
u_t65akggzzusp,,5星,相机外观漂亮，拍照效果杠杠的，反应速度很快，很赞,2025-10-24,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
W***0,,5星,"产品包装：很好
外形外观：很好看
成像效果：非常不错
收到货很满意，拍照效果很好。成像效果清晰，画感优质，拍出来很出片。日常生活记录很好，记录孩子的点点滴滴",2025-07-09,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
东***_,,5星,挺好的，一直都畅销的款式，非常奈斯，让人流连忘返，欲罢不能。喜欢的不要不要的，死去活来的。哈哈茶啪啪啪啪啪啪热情洋溢地在街上,2025-09-22,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
周***影,,5星,"包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来☺️
整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味",2025-07-11,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
无敌小仙女呢,,5星,不错哦，物流很快的哦！当天晚上下单的！第二天一大早就送过来了！！物流很给力，价格也是非常的实惠，一直都是用的这个品牌的！,2025-09-30,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***x,,5星,电商购物买大件还得是京东，速度快，品质有保障！,2025-06-12,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
l***4,,5星,物流真是的快，快递小哥很热情，包装完好，迫不及待拆开，真的太喜欢了，旅拍还是录像都不错！拍照清晰，不是很重，不会坠手，值得拥有！,2025-09-06,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***5,,5星,相机收到了，终于抢到喜欢的相机，还有赠品，非常不错,2025-06-01,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
一***脚,,5星,终于入手富士X-M5套机啦！2610万像素很能打，AI智能对焦超给力，20种胶片模拟直出效果绝绝子。拍风景、人像都超赞，爱了！,2025-09-09,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
弥彦J,,5星,"不从不错。希望下次还继续中
好玩还用 机器小巧非常跟手
裸机就很好看了
照片Ai对焦拍照抓拍也很方便，转盘滤镜膜事情更是轻松应对",2025-09-04,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***d,,5星,购物很开心，商品实惠好用，质量有保障。物流快，商家服务好，售后无忧。商品的功能全面且精湛，每一项都让人赞叹。配货速度也很快。服务质量更是没话说，耐心周到，让人感到愉悦。,2025-03-27,3,1,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_134301vns,,5星,富士相机新出的xm5非常不错，小巧轻便。拍的照片还可以，具有多种富士胶片风格，而且价格也不贵，还是非常可以的。京东购买放心靠谱！,2025-09-04,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
浩***m,,5星,这台相机性能全面，高像素画质细腻，动态范围宽广。对焦迅捷精准，低光表现优异，双卡槽+4K视频满足专业需求，续航持久，创作无忧！,2025-09-06,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
小***托,,5星,为啥不照顾好？颜值很高哦，颜色特别好看，肤是蜘蛛没得调，反斗还好，这个小镜头的话，视频缠小便唱，大家都喜欢他不到的期待出片,2025-09-14,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
取***a,,5星,拍视频很流畅，开箱很快乐，颜色真实好看，操作简单，对焦很快，产品包装很好，成像效果不错，反应速度很快，很便携，很好看，很喜欢，,2025-09-04,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
M***e,,5星,产品包装：很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心！,2025-06-09,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
u***x,,5星,爱了爱了，期待了好久的富士相机，感谢京东平台提供的机会，物流方便，原价购得，哈哈😃超级好看，便携。,2024-12-20,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
王***a,,5星,用了几天，感觉相机效果不错，操作简单，日常使用完全没问题。,2025-09-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
无***J,,5星,"物流很快，包装很严，东西完美，性价比很高，送货上门，简直太方便了，快递小哥每次都很给力，一定低给好评。
相机发烧友，虽然没有抢到银色，不过黑色也不错了，性价比很高了",2025-06-04,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
苏立峰,,5星,一直想买一个相机，突然有一天看到这一款就喜欢上他呢，一直在京东平台关注好久有活动，真的没想到，真的让我平价抢到了，感谢京东,2025-09-06,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
s***0,,5星,这款相机真是太棒了！📸外观设计简洁大气，操作也非常顺畅。成像效果非常清晰，色彩还原度高。无论是拍人像还是风景都能轻松搞定，强烈推荐给喜欢摄影的朋友们。💯😄,2025-06-11,,1,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
夜***错,,5星,"东西非常不错，超级好评，主要是活动价格太太太实惠了。
另外京东的售后服务是我选择京东的原因，物流送货速度也非常快还是送货上门，质量方面很放心。

目前没有拆开，过几天用了以后有啥情况再追评。",2025-03-10,1,3,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
熠***爸,,5星,好不容易才抢到的，真是太棒了，还得是京东，非常的给力，相机很不错，运作反应都很快，非常的出片，京东物流发货也很快，第二天基本就到了,2025-07-25,1,2,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
阿当iiii,,5星,非常不错，富士相机真的挺好，非常赞，物流又很快，拍照又好看，非常好，下次还继续回购，不错不错！值得推荐！真的好用，超级棒！,2025-09-03,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
快***7,,5星,重量轻便，防抖效果好，操作简单，照片清晰,2025-10-20,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
k***0,,5星,到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物 太开心了 以后可以自己带着出去玩了 不错,2025-04-14,,6,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
上***名,,5星,质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望，发货速度非常快，包装非常仔细、严实。物流公司服务态度很好，运动速度很快，很满意的一次购物！质量很好，希望更多的朋友信赖,2025-04-25,,9,,,黑色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***0,,5星,相机非常好，拍摄的照片超级高清，而且人物也很干净，以前一直以为手机拍的也很好，但只从有专业的相机后才发现还是相机专业，果然专业的事就应该给专业的物来干。哈哈,2025-06-20,,1,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
迦***a,,5星,支持4k视频录制！拍摄色准准确！机器续航也很不错！大牌子就是靠得住！京东发货很快！不需要排队等！比线下方便很多！售后服务也好！,2025-08-19,,1,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***王,,5星,相机上手太好看了 轻便小巧拍照真的非常棒 自带富士滤镜 人物景色都很出片儿 颜值高 出门旅游拍照打卡简直太方便了，相机紧凑 功能丰富 值得入手,2025-03-17,5,2,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
xxx7__,,5星,非常好用 出片神器 送给朋友的,2025-11-04,,1,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***p,,5星,拍照清晰度非常高，外观也时尚大气，非常漂亮,2025-10-08,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***c,,5星,相机画质清晰，排人物，排风景特别好，滤镜效果非常棒，拍出来特别耐看，机身也不错，手感摸起来还可以，机身轻盈，方便携带，送货速度快，送货到家的服务很到位,2025-06-20,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***i,,5星,照相机很好用，性价比很高，最喜欢就是这款照相机了，携带方便，去哪里都很出片，真的很喜欢这个太爱了。还不是说很喜欢这台照相机，我的天啊，太棒了吧,2024-12-20,1,2,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***k,,5星,非常满意的购物体验，产品外观时尚，质量上乘，性价比高，物流快速，商家服务周到。,2025-07-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
婴儿肥肥肥噗,,5星,东西很不错 尤其是赠送的相机包 去了,2025-10-18,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
領***風,,5星,好评，开始黑号，后来随便买了才下到的,2025-10-18,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_zxxhua,,5星,第二天就收到了，品质很好,2025-11-13,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
h***9,,5星,我太喜欢了，太棒了。期待已久的相机终于买到了，非常高兴，以后有专业的拍照设备啦 。京东自营品质有保障，物流也很快。第2天就送达了，非常满意,2025-07-14,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
L***天,,5星,好幸福啊，既然就抢到了。期待出片。,2025-06-04,,1,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***0,,5星,京东自营购买的，品质有保证而且还是正品。再说电子产品还是信任京东大平台。一如既往的好评。然后说下摄像机，基础款就非常好，适合新手推荐,2025-07-24,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***7,,5星,哈哈哈哈哈哈！中午买到了！太难了，之前搞错了，买到30，想了想退掉了，这个小巧，随便可以放口袋，出门随时方便拿出来！真的不错！嘻嘻嘻！开拍！,2025-07-10,,,,,银色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
jd_692409160,,5星,Nice富士拍摄效果就是好！！！！,2025-10-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***8,,5星,这次购物太满意了，商品性价比超高，质量上乘。物流高效，商家服务贴心，售后无忧。,2025-07-09,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
f***4,,5星,优势就不多说了，拍照本身很满意。只有两点要注意，一是没有机内防抖，二是机身漆面不太耐刮,2025-06-19,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
7***w,,5星,牛逼哄哄哄哄哄哄哄哄的相机📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷不错不错。买对了,2025-07-26,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Xiaoqian1113,,5星,好看，拍照清晰，清晰,2025-11-14,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***电,,5星,富士的相机成像效果很好，可以适应多种环境多种天气拍摄，操作也很方便的，颜值都是在线的。选择京东自营是最正确的，这里产品不仅保真，最重要的是送货速度也很快哦,2025-06-02,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
璀***-,,5星,这家店的商品真的很不错，设计很经典，质量也过硬，材质很耐磨。商家服务友善，使用舒服，物流快，性价比高！这家店的商品真的很不错，设计很经典，质量也过硬，材质很耐磨。商家服务友善，使用舒服，物流快，性价比高！,2024-12-26,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
Poon3000,,5星,可以非常好 正品 很喜欢,2025-11-01,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
蘧***姐,,5星,很好，这款相机想买很久了，一直无货，终于买到了。可以拍很多漂亮的照片了。,2025-07-16,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***4,,5星,非常幸运能抢到最爱的富士相机，外观复古，滤镜简直无敌，强烈推荐啊,2025-08-01,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
a***烟,,5星,我一直很信任京东，不管大件小件尤其是贵重商品都首选京东平台。京东质量有保障，售后服务到位。这次买的富士微单相机物美价廉，下次还会考虑！,2025-07-10,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
H***何,,5星,也太棒了吧，很小巧，女生好爱呀，本来是想买银色的，但是太难抢了，不过黑色也不错，小巧上手快，其他的等用用再说,2025-09-05,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
风***4,,5星,试着抢一下，没想到抢到了心心念的相机，终于圆梦了,2025-09-05,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
j***p,,5星,太好了，终于等到你了，非常精致,2025-01-09,,,,,银色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
岩***人,,5星,富士相机确实很好用，非常好，感谢#，富士相机确实很好用，非常好，感谢#，富士相机确实很好用，非常好，感谢#，富士相机确实很好用，非常好，感谢#，,2025-06-01,,,,,黑色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
_***丶,,5星,XM5➕35镜头，女朋友非常喜欢，感觉很爽啊，画质清晰色准也非常不错，这是朋友推荐我买的，这个价位说实话已经很满意了👍,2025-08-08,,,,,银色XC35套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
小***8,,5星,富士相机以滤镜出名很不错的一款相机，搭配适马的镜头，还是可以拍出很好看的一些照片，也算是原价抢到的很不错很不错。京东配送非常好。,2025-07-24,,1,,,黑色机身,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
焦***域,,5星,很精致的相机啊，手感也很好。很小一台。建议配个大光圈拍人像真的好看。视频录制也很好，但是个人觉得没有拍照好，成片很多选择lut，画质真的复古好看。,2025-06-09,,,,,黑色15-45套机,https://item.jd.com/100124090695.html,【富士X-M5】富士（FUJIFILM）X-M5/ M5 微单相机 套机（15-45mm镜头）2610万像素 AI智能对焦 20种胶片模拟 银色【行情 报价 价格 评测】-京东,100124090695,,,,
